"zipcode","neighborhood","dayofweek","hour","temperature","rain","regression","xgb"
"11364","Northeast Queens",0,2,19,0,2,0
"10458","Bronx Park and Fordham",0,2,19,0,3,0
"11365","Central Queens",0,2,19,0,1,0
"11366","Central Queens",0,2,19,0,2,0
"11367","Central Queens",0,2,19,0,2,0
"10006","Lower Manhattan",0,2,19,0,5,0
"10012","Greenwich Village and Soho",0,2,19,0,160,124
"10459","Hunts Point and Mott Haven",0,2,19,0,2,0
"11368","West Queens",0,2,19,0,11,6
"10048","Lower Manhattan",0,2,19,0,2,0
"10460","Central Bronx",0,2,19,0,2,0
"10023","Upper West Side",0,2,19,0,152,37
"11369","West Queens",0,2,19,0,41,6
"10461","Southeast Bronx",0,2,19,0,2,0
"10462","Southeast Bronx",0,2,19,0,2,0
"10065","Upper East Side",0,2,19,0,131,16
"10003","Lower East Side",0,2,19,0,311,194
"10463","Kingsbridge and Riverdale",0,2,19,0,3,0
"10069","Upper West Side",0,2,19,0,4,0
"10464","Southeast Bronx",0,2,19,0,2,0
"10465","Southeast Bronx",0,2,19,0,2,0
"10013","Greenwich Village and Soho",0,2,19,0,133,97
"10024","Upper West Side",0,2,19,0,100,61
"10075","Upper East Side",0,2,19,0,66,21
"10466","Northeast Bronx",0,2,19,0,2,0
"10002","Lower East Side",0,2,19,0,170,142
"10025","Upper West Side",0,2,19,0,121,56
"10467","Bronx Park and Fordham",0,2,19,0,2,0
"10107","Chelsea and Clinton",0,2,19,0,2,0
"10468","Bronx Park and Fordham",0,2,19,0,3,0
"10469","Northeast Bronx",0,2,19,0,1,0
"10112","Chelsea and Clinton",0,2,19,0,6,0
"10470","Northeast Bronx",0,2,19,0,2,0
"10471","Kingsbridge and Riverdale",0,2,19,0,2,0
"10115","Upper West Side",0,2,19,0,2,0
"10472","Southeast Bronx",0,2,19,0,2,0
"10124","Chelsea and Clinton",0,2,19,0,3,0
"10473","Southeast Bronx",0,2,19,0,2,0
"10014","Greenwich Village and Soho",0,2,19,0,227,172
"10474","Hunts Point and Mott Haven",0,2,19,0,1,0
"10026","Central Harlem",0,2,19,0,22,13
"10128","Upper East Side",0,2,19,0,106,32
"10475","Northeast Bronx",0,2,19,0,2,0
"11423","Jamaica",0,3,18,0,2,0
"11001","Southeast Queens",0,3,18,0,2,0
"11427","Southeast Queens",0,3,18,0,2,0
"10153","Upper East Side",0,3,18,0,2,0
"11439","Jamaica",0,3,18,0,2,0
"11003","Southeast Queens",0,3,18,0,2,0
"11414","Southwest Queens",0,3,18,0,2,0
"10027","Central Harlem",0,3,18,0,43,25
"11378","West Queens",0,3,18,0,2,0
"11004","Southeast Queens",0,3,18,0,2,0
"11372","West Queens",0,3,18,0,16,10
"10154","Upper East Side",0,3,18,0,2,0
"11370","West Queens",0,3,18,0,4,0
"11005","Southeast Queens",0,3,18,0,2,0
"11375","West Central Queens",0,3,18,0,14,9
"11101","Northwest Queens",0,3,18,0,42,33
"11418","Southwest Queens",0,3,18,0,2,0
"10007","Lower Manhattan",0,3,18,0,40,13
"11379","West Central Queens",0,3,18,0,2,0
"10155","Upper East Side",0,3,18,0,4,0
"11426","Southeast Queens",0,3,18,0,2,0
"11102","Northwest Queens",0,3,18,0,14,8
"11436","Jamaica",0,3,18,0,2,0
"11103","Northwest Queens",0,3,18,0,27,21
"11412","Jamaica",0,3,18,0,2,0
"10002","Lower East Side",0,3,18,0,151,87
"11421","Southwest Queens",0,3,18,0,2,0
"10168","Chelsea and Clinton",0,3,18,0,2,0
"11419","Southwest Queens",0,3,18,0,2,0
"10028","Upper East Side",0,3,18,0,118,42
"11373","West Queens",0,3,18,0,86,83
"11104","Northwest Queens",0,3,18,0,14,6
"11432","Jamaica",0,3,18,0,2,0
"11105","Northwest Queens",0,3,18,0,7,0
"11371","La Guardia Airport",0,3,18,0,2,0
"10203","Lower Manhattan",0,3,18,0,2,0
"11420","Southwest Queens",0,3,18,0,2,0
"11106","Northwest Queens",0,3,18,0,27,16
"11451","Jamaica",0,3,18,0,2,0
"11120","Northwest Queens",0,3,18,0,2,0
"11385","West Central Queens",0,3,18,0,2,0
"10029","East Harlem",0,3,18,0,56,23
"11434","Jamaica",0,3,18,0,1,0
"11201","Northwest Brooklyn",0,3,18,0,45,19
"11430","JFK Airport",0,3,18,0,79.5310288204,24.4710857909
"10016","Gramercy Park and Murray Hill",0,3,18,0,272,58
"11417","Southwest Queens",0,3,18,0,2,0
"10270","Lower Manhattan",0,3,18,0,2,0
"11416","Southwest Queens",0,3,18,0,2,0
"11203","Flatbush",0,3,18,0,2,0
"11374","West Central Queens",0,3,18,0,2,0
"11204","Borough Park",0,3,18,0,1,0
"11429","Southeast Queens",0,3,18,0,2,0
"11205","Northwest Brooklyn",0,3,18,0,10,4
"11377","West Queens",0,3,18,0,48,47
"10275","Lower Manhattan",0,3,18,0,2,0
"11428","Southeast Queens",0,3,18,0,2,0
"10030","Central Harlem",0,3,18,0,8,1
"11413","Southeast Queens",0,3,18,0,2,0
"11206","Bushwick and Williamsburg",0,3,18,0,23,14
"11433","Jamaica",0,3,18,0,2,0
"11207","East New York and New Lots",0,3,18,0,3,0
"11415","Southwest Queens",0,3,18,0,3,0
"10278","Lower Manhattan",0,3,18,0,2,0
"11435","Jamaica",0,3,18,0,4,0
"11208","East New York and New Lots",0,3,18,0,1,0
"11411","Southeast Queens",0,3,18,0,2,0
"10017","Gramercy Park and Murray Hill",0,3,18,0,148,46
"11422","Southeast Queens",0,3,18,0,2,0
"10031","Inwood and Washington Heights",0,3,18,0,17,7
"10280","Lower Manhattan",0,3,18,0,4,0
"11209","Southwest Brooklyn",0,3,18,0,2,0
"11210","Flatbush",0,3,18,0,2,0
"10281","Lower Manhattan",0,3,18,0,2,0
"11211","Greenpoint",0,3,18,0,102,97
"10282","Lower Manhattan",0,3,18,0,6,0
"11212","Central Brooklyn",0,3,18,0,1,0
"11213","Central Brooklyn",0,3,18,0,3,0
"10032","Inwood and Washington Heights",0,3,18,0,12,6
"11214","Southwest Brooklyn",0,3,18,0,1,0
"10301","Stapleton and St. George",0,3,18,0,2,0
"11215","Northwest Brooklyn",0,3,18,0,14,7
"11216","Central Brooklyn",0,3,18,0,11,5
"10018","Chelsea and Clinton",0,3,18,0,131,73
"10302","Port Richmond",0,3,18,0,2,0
"10033","Inwood and Washington Heights",0,3,18,0,6,1
"11217","Northwest Brooklyn",0,3,18,0,21,10
"11218","Borough Park",0,3,18,0,4,0
"11219","Borough Park",0,3,18,0,1,0
"10009","Lower East Side",0,3,18,0,173,98
"10303","Port Richmond",0,3,18,0,2,0
"11220","Sunset Park",0,3,18,0,2,0
"11221","Bushwick and Williamsburg",0,3,18,0,13,6
"10034","Inwood and Washington Heights",0,3,18,0,6,0
"10304","Stapleton and St. George",0,3,18,0,2,0
"11222","Greenpoint",0,3,18,0,19,8
"10305","Stapleton and St. George",0,3,18,0,2,0
"11223","Southern Brooklyn",0,3,18,0,2,0
"10019","Chelsea and Clinton",0,3,18,0,402,183
"11224","Southern Brooklyn",0,3,18,0,2,0
"10001","Chelsea and Clinton",0,3,18,0,244,130
"10035","East Harlem",0,3,18,0,56,26
"10306","South Shore",0,3,18,0,2,0
"11225","Flatbush",0,3,18,0,4,0
"10004","Lower Manhattan",0,3,18,0,11,0
"11226","Flatbush",0,3,18,0,3,0
"10307","South Shore",0,3,18,0,2,0
"11228","Southwest Brooklyn",0,3,18,0,2,0
"11229","Southern Brooklyn",0,3,18,0,2,0
"11230","Borough Park",0,3,18,0,2,0
"10308","South Shore",0,3,18,0,2,0
"10309","South Shore",0,3,18,0,2,0
"11231","Northwest Brooklyn",0,3,18,0,12,11
"11232","Sunset Park",0,3,18,0,2,0
"11233","Central Brooklyn",0,3,18,0,3,0
"10036","Chelsea and Clinton",0,3,18,0,265,127
"10310","Port Richmond",0,3,18,0,2,0
"10036","Chelsea and Clinton",0,3,18,0,265,127
"11234","Canarsie and Flatlands",0,3,18,0,2,0
"10020","Chelsea and Clinton",0,3,18,0,2,0
"10312","South Shore",0,3,18,0,2,0
"11235","Southern Brooklyn",0,3,18,0,2,0
"11236","Canarsie and Flatlands",0,3,18,0,1,0
"11237","Bushwick and Williamsburg",0,3,18,0,10,4
"10010","Gramercy Park and Murray Hill",0,3,18,0,146,41
"11238","Central Brooklyn",0,3,18,0,12,5
"10037","Central Harlem",0,3,18,0,33,7
"10314","Mid-Island",0,3,18,0,2,0
"11239","Canarsie and Flatlands",0,3,18,0,2,0
"10451","High Bridge and Morrisania",0,3,18,0,4,0
"11249","Northwest Brooklyn",0,3,18,0,60,49
"11251","Northwest Brooklyn",0,3,18,0,2,0
"10452","High Bridge and Morrisania",0,3,18,0,4,0
"10005","Lower Manhattan",0,3,18,0,19,3
"11252","Flatbush",0,3,18,0,2,0
"10038","Lower Manhattan",0,3,18,0,32,18
"10453","Central Bronx",0,3,18,0,3,0
"11354","North Queens",0,3,18,0,5,0
"11355","North Queens",0,3,18,0,2,0
"10021","Upper East Side",0,3,18,0,211,45
"10454","Hunts Point and Mott Haven",0,3,18,0,3,0
"11356","North Queens",0,3,18,0,2,0
"11357","North Queens",0,3,18,0,2,0
"10039","Central Harlem",0,3,18,0,2,0
"11358","North Queens",0,3,18,0,2,0
"10011","Chelsea and Clinton",0,3,18,0,340,232
"10455","Hunts Point and Mott Haven",0,3,18,0,2,0
"11359","North Queens",0,3,18,0,2,0
"11360","North Queens",0,3,18,0,2,0
"10456","High Bridge and Morrisania",0,3,18,0,3,0
"11361","Northeast Queens",0,3,18,0,2,0
"10022","Gramercy Park and Murray Hill",0,3,18,0,244,34
"10040","Inwood and Washington Heights",0,3,18,0,6,1
"10457","Central Bronx",0,3,18,0,3,0
"11362","Northeast Queens",0,3,18,0,2,0
"11363","Northeast Queens",0,3,18,0,2,0
"10044","Upper East Side",0,3,18,0,1,0
"11364","Northeast Queens",0,3,18,0,2,0
"10003","Lower East Side",0,3,18,0,269,117
"10458","Bronx Park and Fordham",0,3,18,0,3,0
"11365","Central Queens",0,3,18,0,1,0
"11366","Central Queens",0,3,18,0,2,0
"11367","Central Queens",0,3,18,0,1,0
"11368","West Queens",0,3,18,0,9,4
"10459","Hunts Point and Mott Haven",0,3,18,0,1,0
"11369","West Queens",0,3,18,0,39,12
"10048","Lower Manhattan",0,3,18,0,2,0
"10460","Central Bronx",0,3,18,0,2,0
"10461","Southeast Bronx",0,3,18,0,2,0
"10462","Southeast Bronx",0,3,18,0,2,0
"10023","Upper West Side",0,3,18,0,149,28
"10065","Upper East Side",0,3,18,0,129,8
"10463","Kingsbridge and Riverdale",0,3,18,0,3,0
"10012","Greenwich Village and Soho",0,3,18,0,146,90
"10464","Southeast Bronx",0,3,18,0,2,0
"10069","Upper West Side",0,3,18,0,4,0
"10465","Southeast Bronx",0,3,18,0,2,0
"10024","Upper West Side",0,3,18,0,93,38
"10075","Upper East Side",0,3,18,0,66,18
"10466","Northeast Bronx",0,3,18,0,1,0
"10107","Chelsea and Clinton",0,3,18,0,2,0
"10467","Bronx Park and Fordham",0,3,18,0,2,0
"10006","Lower Manhattan",0,3,18,0,5,0
"10468","Bronx Park and Fordham",0,3,18,0,3,0
"10469","Northeast Bronx",0,3,18,0,2,0
"10112","Chelsea and Clinton",0,3,18,0,4,0
"10025","Upper West Side",0,3,18,0,117,43
"10013","Greenwich Village and Soho",0,3,18,0,125,71
"10470","Northeast Bronx",0,3,18,0,2,0
"10115","Upper West Side",0,3,18,0,2,0
"10471","Kingsbridge and Riverdale",0,3,18,0,2,0
"10472","Southeast Bronx",0,3,18,0,2,0
"10124","Chelsea and Clinton",0,3,18,0,2,0
"10473","Southeast Bronx",0,3,18,0,2,0
"10026","Central Harlem",0,3,18,0,22,10
"10474","Hunts Point and Mott Haven",0,3,18,0,1,0
"10014","Greenwich Village and Soho",0,3,18,0,194,108
"10475","Northeast Bronx",0,3,18,0,2,0
"10128","Upper East Side",0,3,18,0,108,32
"11427","Southeast Queens",0,4,18,0,2,0
"11001","Southeast Queens",0,4,18,0,2,0
"11385","West Central Queens",0,4,18,0,2,0
"11003","Southeast Queens",0,4,18,0,2,0
"11373","West Queens",0,4,18,0,89,97
"10153","Upper East Side",0,4,18,0,2,0
"11423","Jamaica",0,4,18,0,2,0
"10007","Lower Manhattan",0,4,18,0,44,16
"11414","Southwest Queens",0,4,18,0,2,0
"11004","Southeast Queens",0,4,18,0,2,0
"11451","Jamaica",0,4,18,0,2,0
"10028","Upper East Side",0,4,18,0,132,56
"11435","Jamaica",0,4,18,0,4,0
"11005","Southeast Queens",0,4,18,0,2,0
"11439","Jamaica",0,4,18,0,2,0
"10154","Upper East Side",0,4,18,0,2,0
"11436","Jamaica",0,4,18,0,2,0
"11101","Northwest Queens",0,4,18,0,48,42
"11379","West Central Queens",0,4,18,0,2,0
"11102","Northwest Queens",0,4,18,0,18,12
"11418","Southwest Queens",0,4,18,0,2,0
"10155","Upper East Side",0,4,18,0,4,0
"11422","Southeast Queens",0,4,18,0,2,0
"11103","Northwest Queens",0,4,18,0,27,21
"11419","Southwest Queens",0,4,18,0,2,0
"10029","East Harlem",0,4,18,0,60,29
"11412","Jamaica",0,4,18,0,2,0
"11104","Northwest Queens",0,4,18,0,16,9
"11374","West Central Queens",0,4,18,0,2,0
"11105","Northwest Queens",0,4,18,0,8,2
"11426","Southeast Queens",0,4,18,0,1,0
"10168","Chelsea and Clinton",0,4,18,0,2,0
"11370","West Queens",0,4,18,0,4,0
"10016","Gramercy Park and Murray Hill",0,4,18,0,280,83
"11421","Southwest Queens",0,4,18,0,2,0
"10203","Lower Manhattan",0,4,18,0,2,0
"11413","Southeast Queens",0,4,18,0,2,0
"11106","Northwest Queens",0,4,18,0,34,25
"11430","JFK Airport",0,4,18,0,78.5311964577,35.5260174451
"10004","Lower Manhattan",0,4,18,0,11,0
"11416","Southwest Queens",0,4,18,0,2,0
"11120","Northwest Queens",0,4,18,0,2,0
"11420","Southwest Queens",0,4,18,0,2,0
"10270","Lower Manhattan",0,4,18,0,2,0
"11415","Southwest Queens",0,4,18,0,2,0
"11201","Northwest Brooklyn",0,4,18,0,47,23
"11375","West Central Queens",0,4,18,0,14,9
"10030","Central Harlem",0,4,18,0,8,2
"11411","Southeast Queens",0,4,18,0,2,0
"11203","Flatbush",0,4,18,0,2,0
"11372","West Queens",0,4,18,0,18,12
"11204","Borough Park",0,4,18,0,1,0
"11432","Jamaica",0,4,18,0,1,0
"11205","Northwest Brooklyn",0,4,18,0,9,3
"11428","Southeast Queens",0,4,18,0,2,0
"10275","Lower Manhattan",0,4,18,0,2,0
"11378","West Queens",0,4,18,0,2,0
"11206","Bushwick and Williamsburg",0,4,18,0,18,15
"11377","West Queens",0,4,18,0,51,57
"10031","Inwood and Washington Heights",0,4,18,0,20,13
"11417","Southwest Queens",0,4,18,0,2,0
"11207","East New York and New Lots",0,4,18,0,2,0
"11433","Jamaica",0,4,18,0,2,0
"10278","Lower Manhattan",0,4,18,0,2,0
"11434","Jamaica",0,4,18,0,1,0
"10017","Gramercy Park and Murray Hill",0,4,18,0,153,63
"11371","La Guardia Airport",0,4,18,0,2,0
"11208","East New York and New Lots",0,4,18,0,1,0
"11429","Southeast Queens",0,4,18,0,2,0
"11209","Southwest Brooklyn",0,4,18,0,2,0
"10280","Lower Manhattan",0,4,18,0,4,0
"11210","Flatbush",0,4,18,0,2,0
"10032","Inwood and Washington Heights",0,4,18,0,12,7
"11211","Greenpoint",0,4,18,0,74,79
"10281","Lower Manhattan",0,4,18,0,3,0
"10001","Chelsea and Clinton",0,4,18,0,242,131
"11212","Central Brooklyn",0,4,18,0,1,0
"10282","Lower Manhattan",0,4,18,0,7,0
"11213","Central Brooklyn",0,4,18,0,4,0
"10009","Lower East Side",0,4,18,0,175,114
"10301","Stapleton and St. George",0,4,18,0,2,0
"11214","Southwest Brooklyn",0,4,18,0,1,0
"10033","Inwood and Washington Heights",0,4,18,0,6,2
"11215","Northwest Brooklyn",0,4,18,0,15,7
"10302","Port Richmond",0,4,18,0,2,0
"11216","Central Brooklyn",0,4,18,0,10,4
"10018","Chelsea and Clinton",0,4,18,0,135,80
"11217","Northwest Brooklyn",0,4,18,0,23,10
"10303","Port Richmond",0,4,18,0,2,0
"11218","Borough Park",0,4,18,0,4,0
"11219","Borough Park",0,4,18,0,1,0
"10034","Inwood and Washington Heights",0,4,18,0,6,0
"11220","Sunset Park",0,4,18,0,2,0
"10304","Stapleton and St. George",0,4,18,0,2,0
"11221","Bushwick and Williamsburg",0,4,18,0,13,5
"11222","Greenpoint",0,4,18,0,17,8
"10019","Chelsea and Clinton",0,4,18,0,406,230
"11223","Southern Brooklyn",0,4,18,0,1,0
"10305","Stapleton and St. George",0,4,18,0,2,0
"10035","East Harlem",0,4,18,0,56,29
"11224","Southern Brooklyn",0,4,18,0,2,0
"11225","Flatbush",0,4,18,0,5,0
"10306","South Shore",0,4,18,0,2,0
"11226","Flatbush",0,4,18,0,3,0
"10307","South Shore",0,4,18,0,2,0
"10010","Gramercy Park and Murray Hill",0,4,18,0,147,46
"11228","Southwest Brooklyn",0,4,18,0,1,0
"11229","Southern Brooklyn",0,4,18,0,1,0
"11230","Borough Park",0,4,18,0,2,0
"10308","South Shore",0,4,18,0,2,0
"11231","Northwest Brooklyn",0,4,18,0,13,10
"10309","South Shore",0,4,18,0,2,0
"11232","Sunset Park",0,4,18,0,2,0
"10020","Chelsea and Clinton",0,4,18,0,2,0
"10036","Chelsea and Clinton",0,4,18,0,272,137
"10036","Chelsea and Clinton",0,4,18,0,272,137
"11233","Central Brooklyn",0,4,18,0,4,0
"10310","Port Richmond",0,4,18,0,2,0
"11234","Canarsie and Flatlands",0,4,18,0,2,0
"11235","Southern Brooklyn",0,4,18,0,2,0
"10312","South Shore",0,4,18,0,2,0
"11236","Canarsie and Flatlands",0,4,18,0,1,0
"11237","Bushwick and Williamsburg",0,4,18,0,8,3
"10037","Central Harlem",0,4,18,0,33,7
"10314","Mid-Island",0,4,18,0,2,0
"10021","Upper East Side",0,4,18,0,216,56
"11238","Central Brooklyn",0,4,18,0,13,7
"10451","High Bridge and Morrisania",0,4,18,0,4,0
"11239","Canarsie and Flatlands",0,4,18,0,2,0
"11249","Northwest Brooklyn",0,4,18,0,45,34
"10038","Lower Manhattan",0,4,18,0,33,22
"11251","Northwest Brooklyn",0,4,18,0,2,0
"10452","High Bridge and Morrisania",0,4,18,0,4,0
"11252","Flatbush",0,4,18,0,2,0
"10453","Central Bronx",0,4,18,0,3,0
"10011","Chelsea and Clinton",0,4,18,0,336,209
"11354","North Queens",0,4,18,0,3,0
"10005","Lower Manhattan",0,4,18,0,23,8
"11355","North Queens",0,4,18,0,1,0
"10454","Hunts Point and Mott Haven",0,4,18,0,3,0
"11356","North Queens",0,4,18,0,2,0
"10039","Central Harlem",0,4,18,0,3,0
"11357","North Queens",0,4,18,0,2,0
"11358","North Queens",0,4,18,0,2,0
"10040","Inwood and Washington Heights",0,4,18,0,6,1
"10455","Hunts Point and Mott Haven",0,4,18,0,3,0
"11359","North Queens",0,4,18,0,2,0
"10022","Gramercy Park and Murray Hill",0,4,18,0,244,37
"11360","North Queens",0,4,18,0,2,0
"10456","High Bridge and Morrisania",0,4,18,0,3,0
"11361","Northeast Queens",0,4,18,0,2,0
"10457","Central Bronx",0,4,18,0,3,0
"11362","Northeast Queens",0,4,18,0,2,0
"10044","Upper East Side",0,4,18,0,2,0
"11363","Northeast Queens",0,4,18,0,2,0
"10458","Bronx Park and Fordham",0,4,18,0,3,0
"11364","Northeast Queens",0,4,18,0,1,0
"11365","Central Queens",0,4,18,0,1,0
"10459","Hunts Point and Mott Haven",0,4,18,0,1,0
"11366","Central Queens",0,4,18,0,2,0
"11367","Central Queens",0,4,18,0,1,0
"10460","Central Bronx",0,4,18,0,2,0
"11368","West Queens",0,4,18,0,12,8
"11369","West Queens",0,4,18,0,42,19
"10048","Lower Manhattan",0,4,18,0,2,0
"10023","Upper West Side",0,4,18,0,156,50
"10461","Southeast Bronx",0,4,18,0,2,0
"10462","Southeast Bronx",0,4,18,0,2,0
"10065","Upper East Side",0,4,18,0,134,20
"10463","Kingsbridge and Riverdale",0,4,18,0,4,0
"10464","Southeast Bronx",0,4,18,0,2,0
"10024","Upper West Side",0,4,18,0,99,51
"10069","Upper West Side",0,4,18,0,5,0
"10465","Southeast Bronx",0,4,18,0,2,0
"10003","Lower East Side",0,4,18,0,272,129
"10012","Greenwich Village and Soho",0,4,18,0,143,83
"10466","Northeast Bronx",0,4,18,0,1,0
"10075","Upper East Side",0,4,18,0,70,29
"10025","Upper West Side",0,4,18,0,127,62
"10467","Bronx Park and Fordham",0,4,18,0,1,0
"10107","Chelsea and Clinton",0,4,18,0,1,0
"10468","Bronx Park and Fordham",0,4,18,0,2,0
"10006","Lower Manhattan",0,4,18,0,7,0
"10013","Greenwich Village and Soho",0,4,18,0,120,60
"10469","Northeast Bronx",0,4,18,0,1,0
"10112","Chelsea and Clinton",0,4,18,0,6,0
"10470","Northeast Bronx",0,4,18,0,2,0
"10026","Central Harlem",0,4,18,0,25,13
"10471","Kingsbridge and Riverdale",0,4,18,0,2,0
"10002","Lower East Side",0,4,18,0,123,64
"10472","Southeast Bronx",0,4,18,0,2,0
"10115","Upper West Side",0,4,18,0,2,0
"10473","Southeast Bronx",0,4,18,0,1,0
"10124","Chelsea and Clinton",0,4,18,0,2,0
"10474","Hunts Point and Mott Haven",0,4,18,0,1,0
"10128","Upper East Side",0,4,18,0,117,50
"10475","Northeast Bronx",0,4,18,0,2,0
"10014","Greenwich Village and Soho",0,4,18,0,187,80
"10027","Central Harlem",0,4,18,0,43,24
"11374","West Central Queens",0,5,18,0,3,0
"10128","Upper East Side",0,5,18,0,171,118
"11423","Jamaica",0,5,18,0,2,0
"11003","Southeast Queens",0,5,18,0,2,0
"11429","Southeast Queens",0,5,18,0,2,0
"10153","Upper East Side",0,5,18,0,3,0
"11419","Southwest Queens",0,5,18,0,2,0
"10014","Greenwich Village and Soho",0,5,18,0,202,114
"11435","Jamaica",0,5,18,0,4,0
"11004","Southeast Queens",0,5,18,0,2,0
"11434","Jamaica",0,5,18,0,1,0
"11005","Southeast Queens",0,5,18,0,2,0
"11451","Jamaica",0,5,18,0,2,0
"10154","Upper East Side",0,5,18,0,2,0
"11372","West Queens",0,5,18,0,19,13
"10028","Upper East Side",0,5,18,0,172,136
"11411","Southeast Queens",0,5,18,0,2,0
"11101","Northwest Queens",0,5,18,0,57,47
"11417","Southwest Queens",0,5,18,0,2,0
"10155","Upper East Side",0,5,18,0,5,0
"11426","Southeast Queens",0,5,18,0,1,0
"11102","Northwest Queens",0,5,18,0,23,18
"11385","West Central Queens",0,5,18,0,2,0
"11103","Northwest Queens",0,5,18,0,28,21
"11373","West Queens",0,5,18,0,45,35
"11104","Northwest Queens",0,5,18,0,20,14
"11412","Jamaica",0,5,18,0,2,0
"10029","East Harlem",0,5,18,0,77,56
"11418","Southwest Queens",0,5,18,0,2,0
"10168","Chelsea and Clinton",0,5,18,0,2,0
"11432","Jamaica",0,5,18,0,2,0
"11105","Northwest Queens",0,5,18,0,10,4
"11427","Southeast Queens",0,5,18,0,2,0
"10007","Lower Manhattan",0,5,18,0,54,35
"11436","Jamaica",0,5,18,0,2,0
"11106","Northwest Queens",0,5,18,0,37,28
"11428","Southeast Queens",0,5,18,0,2,0
"10203","Lower Manhattan",0,5,18,0,2,0
"11379","West Central Queens",0,5,18,0,2,0
"11120","Northwest Queens",0,5,18,0,2,0
"11378","West Queens",0,5,18,0,3,0
"11201","Northwest Brooklyn",0,5,18,0,68,58
"11375","West Central Queens",0,5,18,0,19,11
"10002","Lower East Side",0,5,18,0,121,56
"11414","Southwest Queens",0,5,18,0,2,0
"10030","Central Harlem",0,5,18,0,11,4
"11433","Jamaica",0,5,18,0,2,0
"11203","Flatbush",0,5,18,0,2,0
"11439","Jamaica",0,5,18,0,2,0
"10016","Gramercy Park and Murray Hill",0,5,18,0,329,175
"11370","West Queens",0,5,18,0,5,0
"10270","Lower Manhattan",0,5,18,0,2,0
"11415","Southwest Queens",0,5,18,0,3,0
"11204","Borough Park",0,5,18,0,1,0
"11371","La Guardia Airport",0,5,18,0,3,2
"10275","Lower Manhattan",0,5,18,0,2,0
"11422","Southeast Queens",0,5,18,0,1,0
"11205","Northwest Brooklyn",0,5,18,0,8,3
"11377","West Queens",0,5,18,0,48,37
"10004","Lower Manhattan",0,5,18,0,13,6
"11421","Southwest Queens",0,5,18,0,2,0
"11206","Bushwick and Williamsburg",0,5,18,0,15,9
"11416","Southwest Queens",0,5,18,0,2,0
"10278","Lower Manhattan",0,5,18,0,2,0
"11413","Southeast Queens",0,5,18,0,2,0
"10031","Inwood and Washington Heights",0,5,18,0,25,17
"11420","Southwest Queens",0,5,18,0,1,0
"11207","East New York and New Lots",0,5,18,0,4,0
"11430","JFK Airport",0,5,18,0,87.0357523428,52.9782840347
"11208","East New York and New Lots",0,5,18,0,2,0
"10280","Lower Manhattan",0,5,18,0,8,3
"11209","Southwest Brooklyn",0,5,18,0,3,0
"11210","Flatbush",0,5,18,0,2,0
"10017","Gramercy Park and Murray Hill",0,5,18,0,188,123
"11211","Greenpoint",0,5,18,0,55,45
"10032","Inwood and Washington Heights",0,5,18,0,18,13
"10281","Lower Manhattan",0,5,18,0,3,0
"11212","Central Brooklyn",0,5,18,0,2,0
"11213","Central Brooklyn",0,5,18,0,6,0
"10282","Lower Manhattan",0,5,18,0,16,4
"10301","Stapleton and St. George",0,5,18,0,2,0
"11214","Southwest Brooklyn",0,5,18,0,1,0
"10018","Chelsea and Clinton",0,5,18,0,156,118
"11215","Northwest Brooklyn",0,5,18,0,20,13
"10033","Inwood and Washington Heights",0,5,18,0,8,3
"11216","Central Brooklyn",0,5,18,0,12,8
"10001","Chelsea and Clinton",0,5,18,0,281,216
"10302","Port Richmond",0,5,18,0,2,0
"10009","Lower East Side",0,5,18,0,184,127
"11217","Northwest Brooklyn",0,5,18,0,27,14
"11218","Borough Park",0,5,18,0,6,0
"10303","Port Richmond",0,5,18,0,2,0
"11219","Borough Park",0,5,18,0,2,0
"10034","Inwood and Washington Heights",0,5,18,0,7,1
"11220","Sunset Park",0,5,18,0,2,0
"10304","Stapleton and St. George",0,5,18,0,2,0
